rating,int_action_text,acc_action_text
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.041584158400000036,-0.05610561053333342
0.0,0.15829826583776452,-0.213577025312497
0.0,0.24146658263776444,-0.32578824637916354
0.0,0.32463489943776463,-0.4379994674458304
0.0,0.40780321623776444,-0.550210688512497
0.0,0.49097153303776453,-0.6624219095791639
0.0,0.5741398498377646,-0.7746331306458305
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.623762376,-0.841584158
0.0,0.5164338774434484,-0.8535095468623353
0.0,0.3976219963767818,-0.8667108671290018
0.0,0.27881011531011524,-0.8799121873956685
0.0,0.15999823424344867,-0.8931135076623352
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.011298193008966563,-0.06809253163898334
0.0,0.0366356455827156,-0.15875446442670124
0.0,0.06435841784938233,-0.27888647776003467
0.0,0.09208119011604879,-0.399018491093367
0.0,0.11980396238271553,-0.5191505044267006
0.0,0.14752673464938199,-0.6392825177600341
0.0,0.08198349204896602,-0.6574726077290026
0.0,-0.0038250887510338314,-0.6535122117290026
0.0,-0.11240792900041612,-0.5508633579689686
0.0,-0.2259392820670834,-0.42677094863563475
0.0,-0.3428660154976987,-0.31201583515312736
0.0,-0.4669584248310316,-0.21696633008646102
0.0,-0.5910508341643649,-0.12191682501979444
0.0,-0.6786429051639488,-0.06676303865082588
0.0,-0.6892039614306156,-0.0958059429174925
0.0,-0.6997650176972823,-0.12484884718415955
0.0,-0.710326073963949,-0.1538917514508259
0.0,-0.7208871302306155,-0.1829346557174925
0.0,-0.7227722779999999,-0.18811881200000002
0.0,-0.7227722779999999,-0.18811881200000002
0.0,-0.6316752399834035,-0.20980858291460563
0.0,-0.5207841506500707,-0.23621122318127205
0.0,-0.4098930613167384,-0.26261386344793863
0.0,-0.29900197198340406,-0.28901650371460547
0.0,-0.18811088265007186,-0.3154191439812719
0.0,-0.0772197933167375,-0.3418217842479389
0.0,0.033671296016594854,-0.3682244245146053
0.0,0.10891089199999997,-0.38613861400000005
0.0,0.10891089199999997,-0.38613861400000005
0.0,0.10891089199999997,-0.38613861400000005
0.0,0.10891089199999997,-0.38613861400000005
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.04137339223121075,-0.06533549429596604
0.0,0.09788010539522758,-0.1460178623170131
0.0,0.17840815819522773,-0.2661498756503468
0.0,0.25893621099522834,-0.3862818889836809
0.0,0.33946426379522765,-0.5064139023170133
0.0,0.3995112053089113,-0.6248391563381788
0.0,0.3849897530422444,-0.7370503774048456
0.0,0.37046830077557785,-0.849261598471513
0.0,0.2983307695136844,-0.8755209638878331
0.0,0.20328126444701666,-0.8676001716211664
0.0,0.1082317593803495,-0.8596793793544998
0.0,0.01318225431368333,-0.8517585870878331
0.0,-0.08186725075298483,-0.8438377948211663
0.0,-0.09980817585997925,-0.8421530777515688
0.0,-0.057563951326645935,-0.8447933417515686
0.0,-0.015319726793313322,-0.8474336057515687
0.0,0.026924497740020713,-0.8500738697515686
0.0,0.06916872227335404,-0.8527141337515687
0.0,0.09441148085177517,-0.853465346
0.0,0.1128933291184417,-0.853465346
0.0,0.1313751773851085,-0.853465346
0.0,0.11963219724508718,-0.8515762942484312
0.0,0.09586982097842124,-0.8489360302484313
0.0,0.07210744471175418,-0.8462957662484314
0.0,0.04834506844508766,-0.8436555022484313
0.0,0.035961087324716486,-0.8410152382484313
0.0,0.0650039915913831,-0.8383749742484313
0.0,0.09404689585804973,-0.8357347102484315
0.0,0.1230898001247165,-0.8330944462484314
0.0,0.152132704391383,-0.8304541822484314
0.0,0.18117560865805019,-0.8278139182484313
0.0,0.20452931535156865,-0.8274493333121669
0.0,0.2071695793515687,-0.8353701255788337
0.0,0.1890302738935189,-0.8451799695970691
0.0,0.16262763362685193,-0.8557410258637358
0.0,0.13622499336018548,-0.8663020821304024
0.0,0.10982235309351893,-0.8768631383970691
0.0,0.06578320035583843,-0.8794593180268518
0.0,-0.042467624710826754,-0.8530566777601856
0.0,-0.10964006152998962,-0.8259248673727351
0.0,-0.08851794926332303,-0.8206443391060685
0.0,-0.06739583699665644,-0.8153638108394017
0.0,-0.046273724729989425,-0.8100832825727351
0.0,-0.025151612463322977,-0.8048027543060685
0.0,-0.0040295001966568125,-0.7995222260394018
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.04431937798155161,-0.08289871017494235
0.0,-0.0877898697184861,-0.09890251134134459
0.0,-0.19659228040800897,-0.2118822787851505
0.0,-0.3140840294746768,-0.316172707851818
0.0,-0.43157577854134216,-0.42046313691848375
0.0,-0.5490675276080114,-0.5247535659851527
0.0,-0.4909795374621836,-0.6401566366746756
0.0,-0.3998904286621808,-0.757648385741346
0.0,-0.273156664677029,-0.8349834980000003
0.0,-0.07777712681036845,-0.8349834980000003
0.0,0.12871505267915864,-0.8460961396228585
0.0,0.3372959105458253,-0.8592974596228586
0.0,0.5458767684124964,-0.8724987796228588
0.0,0.5631517853507512,-0.7745067575226569
0.0,0.42057752801741344,-0.6477740844559864
0.0,0.27800327068408165,-0.521041411389321
0.0,0.13542901335074817,-0.3943087383226543
0.0,-0.007145243982582201,-0.26757606525599015
0.0,-0.1497195013159157,-0.14084339218932357
0.0,-0.2922937586492519,-0.014110719122654275
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.38613861400000005,0.06930693000000004
0.0,-0.2705671399998947,-0.039596959026390405
0.0,-0.13327341066655848,-0.16896989635972617
0.0,0.004020318666771914,-0.2983428336930569
0.0,0.14131404800010955,-0.42771577102639435
0.0,0.28083030565801037,-0.543753538187818
0.0,0.2918576550438081,-0.6039442110158132
0.0,0.2786563350438078,-0.6541092275491477
0.0,0.21853040571036955,-0.6600568237227563
