rating,int_action_audio,acc_action_audio
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.029702970266666854,0.001980197999999973
0.0,-0.10397590186484167,0.006931726728757894
0.0,-0.16338184239817521,0.010892122728757982
0.0,-0.2227877829315085,0.014852518728757787
0.0,-0.2821937234648418,0.018812914728757874
0.0,-0.34159966399817504,0.02277331072875796
0.0,-0.4010056045315086,0.026733706728757908
0.0,-0.44554455400000004,0.029702970000000023
0.0,-0.33461487245935573,-0.06339872716809694
0.0,-0.1867600871260221,-0.18749113650143032
0.0,-0.038905301792688786,-0.31158354583476355
0.0,0.10894948354064454,-0.43567595516809704
0.0,0.24821445182467272,-0.5617506299589462
0.0,0.3617458048913392,-0.6937638312922795
0.0,0.4752771579580062,-0.825777032625613
0.0,0.5518062221506949,-0.9267347414575159
0.0,0.5174827898840281,-0.9346555334575158
0.0,0.36430612726662615,-0.9306910023424146
0.0,0.17156685339995917,-0.922770210075748
0.0,-0.02117242046670725,-0.9148494178090811
0.0,-0.18816016115073608,-0.9009859640848987
0.0,-0.2079139006748774,-0.8910870414758175
0.0,-0.18151126040821083,-0.8831662494758175
0.0,-0.1551086201415441,-0.8752454574758175
0.0,-0.08906067032414143,-0.8712891964575856
0.0,0.09575781154252481,-0.8792099887242522
0.0,0.28057629340919166,-0.8871307809909189
0.0,0.46539477527585804,-0.8950515732575856
0.0,0.5920750728848987,-0.906932761457516
0.0,0.5762334886182319,-0.9148535534575162
0.0,0.46134754572595227,-0.9089081351899092
0.0,0.3134927601259517,-0.8983470789232426
0.0,0.16563797452595183,-0.8877860226565758
0.0,0.017783188925952514,-0.8772249663899093
0.0,-0.13007159667404763,-0.8666639101232425
0.0,-0.25017466553514395,-0.8527990780940493
0.0,-0.28713836180181074,-0.8290367018273826
0.0,-0.2910643001095309,-0.8098996116949896
0.0,-0.19601479504286431,-0.8046190836949895
0.0,-0.10096528997619757,-0.7993385556949895
0.0,-0.005915784909530402,-0.7940580276949895
0.0,0.03763065359178924,-0.7154846742520151
0.0,0.06403329385845595,-0.6125143771853485
0.0,0.0191239958346533,-0.5135058544236925
0.0,-0.0495228689653473,-0.41581608535702486
0.0,-0.11816973376534705,-0.3181263162903582
0.0,-0.15047506477713754,-0.25017052942011203
0.0,-0.07390740797713762,-0.27129264168677864
0.0,0.019839882988210177,-0.3168626948630873
0.0,0.12937362601924163,-0.4112266352867789
0.0,0.13201389028590824,-0.43234874755344527
0.0,0.13465415455257498,-0.4534708598201119
0.0,0.13729441881924173,-0.47459297208677875
0.0,0.13993468308590848,-0.4957150843534455
0.0,0.033626152764366,-0.4276972737570257
0.0,-0.10894810456896735,-0.33000750469035905
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.031145503670629182,-0.05791450149584605
0.0,0.0853338840540711,-0.136856228879452
0.0,0.155300880854071,-0.24906744994611857
0.0,0.22526787765407164,-0.361278671012786
0.0,0.2952348744540714,-0.47348989207945275
0.0,0.3652018712540718,-0.5857011131461194
0.0,0.4351688680540707,-0.6979123342127843
0.0,0.5298360539523403,-0.8139235843419692
0.0,0.583776097364937,-0.8506647150625183
0.0,0.6180995296316035,-0.8559452430625184
0.0,0.6524229618982699,-0.8612257710625183
0.0,0.6867463941649368,-0.8665062990625182
0.0,0.7210698264316037,-0.8717868270625183
0.0,0.7553932586982706,-0.8770673550625183
0.0,0.782178218,-0.8811881180000001
0.0,0.782178218,-0.8811881180000001
0.0,0.782178218,-0.8811881180000001
0.0,0.769420802195163,-0.8782887053437044
0.0,0.7113349936618295,-0.8650873853437042
0.0,0.653249185128496,-0.8518860653437044
0.0,0.5951633765951629,-0.8386847453437043
0.0,0.5370775680618294,-0.8254834253437043
0.0,0.46101540088375825,-0.791986216515362
0.0,0.32108140755042597,-0.686375655448696
0.0,0.18114741421709254,-0.5807650943820293
0.0,0.08301374095526298,-0.4846546059716584
0.0,0.0011655561552622374,-0.3922453649049909
0.0,-0.0806826286447378,-0.29983612383832436
0.0,-0.16253081344473785,-0.2074268827716577
0.0,-0.24437899824473788,-0.11501764170499086
0.0,-0.26732673200000007,-0.08910890999999993
0.0,-0.27682680484819744,-0.14610934651347932
0.0,-0.2900281251148638,-0.22531726731347818
0.0,-0.288029328939556,-0.310225231899157
0.0,-0.28010853693955595,-0.3973539449658236
0.0,-0.2542113862948183,-0.48738207068878664
0.0,-0.16444240949481836,-0.5877121037554534
0.0,-0.10250779448809766,-0.6828231939822197
0.0,-0.13657207830656704,-0.7419943746687409
0.0,-0.1603344545732341,-0.7393541106687408
0.0,-0.18873589114854142,-0.7349741990163955
0.0,-0.24502046686942947,-0.7263131572809879
0.0,-0.28950982841037115,-0.720711895197926
0.0,-0.3352089594551087,-0.7138520865416302
0.0,-0.40385582425510874,-0.7032910305416302
0.0,-0.3813019905951627,-0.7098301055148639
0.0,-0.32321618206182945,-0.7230314257815306
0.0,-0.26513037352849594,-0.7362327460481972
0.0,-0.19138773647546045,-0.7500139488461233
0.0,-0.06201479914212911,-0.7658555331127895
0.0,0.014157730932145824,-0.7740970590625185
0.0,0.0632245677711596,-0.7805373521250365
0.0,0.08962720803782631,-0.7910984081250367
0.0,0.11602984830449287,-0.8016594641250365
0.0,0.1424324885711596,-0.8122205201250366
0.0,0.168835128837826,-0.8227815761250367
0.0,0.1553374633723462,-0.8295426030625183
0.0,0.12629455883901344,-0.8348231310625184
0.0,0.0972516543056797,-0.8401036590625184
0.0,0.08910890999999993,-0.841584158
0.0,0.08910890999999993,-0.841584158
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.03206469088135165,-0.10177054085605604
0.0,-0.062427727148017455,-0.19814017792271982
0.0,-0.09264279344949017,-0.2928821453573018
0.0,-0.12036556571615592,-0.3602088781572999
0.0,-0.14808833798282364,-0.4275356109573017
0.0,-0.1758111102494894,-0.4948623437573001
0.0,-0.20353388251615584,-0.5621890765572997
0.0,-0.20996917613922078,-0.5832705968605532
0.0,-0.19940812013922127,-0.5674290125938869
0.0,-0.1888470641392209,-0.5515874283272197
0.0,-0.17975411010441605,-0.5518949658259735
0.0,-0.11751354479909565,-0.588585917565647
0.0,-0.011902983732432091,-0.6440314620989787
0.0,0.09370757733423758,-0.6994770066323136
0.0,0.1988742285053199,-0.7541827013396731
0.0,0.2642657540411437,-0.7861502119683641
0.0,0.3038697145744786,-0.8099125882350313
0.0,0.34347367510781024,-0.8336749645016972
0.0,0.37760274686915807,-0.8550698212953585
0.0,0.3239212442314104,-0.836587973028692
0.0,0.2737562276980762,-0.8181061247620249
0.0,0.22359121116474256,-0.7996242764953584
0.0,0.17668153389558428,-0.782178218
0.0,0.18460232589558415,-0.782178218
