rating,int_action_text,acc_action_text
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.023102310266666707,-0.05742574253333345
0.0,-0.04981159004959153,-0.12381738070114282
0.0,-0.0960162105829248,-0.23866886576780943
0.0,-0.14222083111625808,-0.3535203508344762
0.0,-0.18842545164959135,-0.46837183590114273
0.0,-0.2346300721829249,-0.5832233209678095
0.0,-0.28083469271625816,-0.6980748060344762
0.0,-0.2766732427665561,-0.8052950683941076
0.0,-0.20903987045029823,-0.8405535952929648
0.0,-0.12191115738363138,-0.8273522752929648
0.0,-0.03478244431696481,-0.8141509552929648
0.0,0.05234626874970203,-0.8009496352929648
0.0,0.13947498181636875,-0.7877483152929647
0.0,0.22660369488303544,-0.7745469952929649
0.0,0.3069306940000001,-0.762376238
0.0,0.3069306940000001,-0.762376238
0.0,0.3069306940000001,-0.762376238
0.0,0.3069306940000001,-0.762376238
0.0,0.3069306940000001,-0.762376238
0.0,0.3069306940000001,-0.762376238
0.0,0.3100223821419232,-0.7638190258106667
0.0,0.3496263424085896,-0.7823008740773335
0.0,0.3892303026752563,-0.800782722344
0.0,0.42883426294192306,-0.8192645706106667
0.0,0.46843822320858947,-0.8377464188773335
0.0,0.5080421834752562,-0.856228267144
0.0,0.5476461437419229,-0.8747101154106667
0.0,0.5002541642234837,-0.8870869853575546
0.0,0.36646940661489397,-0.8843240654135545
0.0,0.21597435701489345,-0.8737630091468879
0.0,0.06547930741489409,-0.8632019528802212
0.0,-0.08501574218510598,-0.8526408966135545
0.0,-0.23118242837392344,-0.8429042905333334
0.0,-0.32623193344058987,-0.8429042905333334
0.0,-0.4095330235221507,-0.8437287407197789
0.0,-0.354087478988817,-0.8542897969864458
0.0,-0.29864193445548365,-0.8648508532531125
0.0,-0.24319638992215062,-0.875411909519779
0.0,-0.18775084538881714,-0.8859729657864456
0.0,-0.1323053008554841,-0.8965340220531124
0.0,-0.07380726708518594,-0.8994638553044423
0.0,-0.013081194285186086,-0.8968235910377755
0.0,0.047644878514814054,-0.894183326771109
0.0,0.10837095131481433,-0.8915430625044424
0.0,0.16909702411481434,-0.8889027982377757
0.0,0.22982309691481448,-0.886262533971109
0.0,0.2905491697148142,-0.8836222697044424
0.0,0.34653465400000016,-0.8811881180000001
0.0,0.34653465400000016,-0.8811881180000001
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.028197726916130393,-0.027773622329882102
0.0,-0.05970099627717531,-0.005059406412201355
0.0,-0.13758878507717667,-0.011660066412201502
0.0,-0.21547657387717592,-0.018260726412201365
0.0,-0.2933643626771766,-0.02486138641220151
0.0,-0.371252151477176,-0.031462046412201516
0.0,-0.4491399402771766,-0.03806270641220138
0.0,-0.4939570921724566,-0.07069769759704968
0.0,-0.4269953697619469,-0.17322905025151414
0.0,-0.3029029604286146,-0.27091881931818007
0.0,-0.1788105510952812,-0.3686085883848469
0.0,-0.14173993307381125,-0.4136805301514196
0.0,-0.13117887707381115,-0.4427234344180859
0.0,-0.12061782107381105,-0.4717663386847529
0.0,-0.11005676507381111,-0.5008092429514196
0.0,-0.19461255064519747,-0.4549729314999054
0.0,-0.30814390397853175,-0.3863260666999048
0.0,-0.4216752573118642,-0.3176792018999055
0.0,-0.504950496,-0.26732673200000007
0.0,-0.504950496,-0.26732673200000007
0.0,-0.504950496,-0.26732673200000007
0.0,-0.39769107883493016,-0.32399208442985583
0.0,-0.25775708523493035,-0.3979194772298558
0.0,-0.11782309163493011,-0.47184687002985576
0.0,0.02211090196506987,-0.5457742628298557
0.0,0.15782311210472158,-0.6189980250649764
0.0,0.28191552143805126,-0.6902851538649741
0.0,0.4060079307713863,-0.7615722826649752
0.0,0.49280791973964994,-0.8131577554351196
0.0,0.47696633547298317,-0.8105174914351195
0.0,0.4611247512063164,-0.8078772274351195
0.0,0.44528316693965025,-0.8052369634351194
0.0,0.4294415826729832,-0.8025966994351194
0.0,0.393362372757511,-0.8060277231297611
0.0,0.2802864579024225,-0.8092844885648806
0.0,0.14563299256909346,-0.8119247525648808
0.0,0.010979527235758013,-0.8145650165648806
0.0,-0.12367393809757544,-0.8172052805648806
0.0,-0.2294785499865391,-0.8177346528702389
0.0,-0.2558811902532058,-0.8124541248702389
0.0,-0.2710257414107167,-0.8057663357404777
0.0,-0.23055708735563044,-0.7959089103053586
0.0,-0.12230626228896384,-0.7879881183053584
0.0,-0.01405543722229723,-0.7800673263053585
0.0,0.10123169356423986,-0.7777755788954692
0.0,0.2358851588975753,-0.7909768991621362
0.0,0.23292276838823028,-0.7981069315297613
0.0,0.18803827985489704,-0.8033874595297611
0.0,0.14315379132156367,-0.8086679875297612
0.0,0.09826930278823041,-0.8139485155297613
0.0,0.05338481425489647,-0.8192290435297612
0.0,0.008500325721563798,-0.8245095715297611
0.0,-0.05662178866497513,-0.8135999988063167
0.0,-0.1089108920000001,-0.801980198
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.015599825109639483,-0.07594341039895625
0.0,-0.021783615653738764,-0.09057398083950403
0.0,-0.046866123920404734,-0.19486440990616744
0.0,-0.07194863218707141,-0.29915483897283496
0.0,-0.09703114045373809,-0.40344526803950165
0.0,-0.12211364872040548,-0.5077356971061706
0.0,-0.16957240062667864,-0.609107485723737
0.0,-0.25538098142667665,-0.7054771227904014
0.0,-0.3319472007062738,-0.763417993550902
0.0,-0.39267327323960666,-0.7554972015509019
0.0,-0.3979451767487725,-0.75049505
0.0,-0.3081761999487726,-0.7504950499999999
0.0,-0.21840722314877056,-0.75049505
0.0,-0.12863824634877333,-0.75049505
0.0,0.032214107786686555,-0.771132159578888
0.0,0.20383126938669022,-0.7948945358455553
0.0,0.3754484309866888,-0.8186569121122216
0.0,0.5470655925866902,-0.8424192883788885
0.0,0.5879810604958559,-0.8593026281964571
0.0,0.609103172762523,-0.8751442124631242
0.0,0.6302252850291887,-0.8909857967297904
0.0,0.643564356,-0.9009900999999999
0.0,0.643564356,-0.9009900999999999
0.0,0.643564356,-0.9009900999999999
0.0,0.643564356,-0.9009900999999999
0.0,0.6134050710645391,-0.8961256991532427
0.0,0.5315568862645356,-0.8829243788865753
0.0,0.47305782535210456,-0.8697230586199092
0.0,0.4545759773521047,-0.8565217383532425
0.0,0.43609412935210456,-0.8433204180865757
0.0,0.41761228135210415,-0.8301190978199088
0.0,0.39913043335210463,-0.8169177775532424
0.0,0.25453291572907816,-0.7188750068213251
0.0,0.16191992346453518,-0.619448978468078
0.0,0.08007173866453783,-0.5217592094014143
0.0,-0.05680873842303129,-0.42406944033474603
0.0,-0.14267757030180434,-0.3575118364515035
0.0,-0.12683598630180343,-0.3443105164515032
0.0,-0.1109944023018042,-0.33110919645150333
0.0,-0.04164440947877253,-0.35390444238342383
