rating,int_action_audio,acc_action_audio
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.04290429039999992,-0.04950495053333341
0.0,-0.10429660140317978,-0.12034223256281167
0.0,-0.1901051822031799,-0.2193521336294782
0.0,-0.2759137630031799,-0.3183620346961449
0.0,-0.3617223438031798,-0.41737193576281134
0.0,-0.4475309246031799,-0.5163818368294782
0.0,-0.53333950540318,-0.6153917378961449
0.0,-0.6191480862031797,-0.7144016389628115
0.0,-0.643564356,-0.7425742579999999
0.0,-0.6441332181671019,-0.7363167741044231
0.0,-0.646773482167102,-0.7072738698377564
0.0,-0.6494137461671019,-0.6782309655710899
0.0,-0.652054010167102,-0.6491880613044231
0.0,-0.654694274167102,-0.6201451570377564
0.0,-0.6573345381671021,-0.5911022527710899
0.0,-0.659974802167102,-0.5620593485044233
0.0,-0.5398304441607423,-0.5651293452692787
0.0,-0.3689645523936404,-0.6017498652981889
0.0,-0.19734739079364047,-0.6466343535648557
0.0,-0.025730229193640354,-0.6915188418315222
0.0,0.14588693240635991,-0.736403330098189
0.0,0.3175040940063596,-0.7812878183648556
0.0,0.48912125560636016,-0.8261723066315224
0.0,0.623762376,-0.861386138
0.0,0.623762376,-0.861386138
0.0,0.623762376,-0.861386138
0.0,0.623762376,-0.861386138
0.0,0.623762376,-0.861386138
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.03149745911689962,-0.06837253315198766
0.0,-0.08562287165023279,-0.18586428221865448
0.0,-0.13974828418356622,-0.303356031285321
0.0,-0.19387369671689966,-0.42084778035198767
0.0,-0.24929708570326356,-0.5381232000134585
0.0,-0.3192640825032629,-0.6529746850801245
0.0,-0.38923107930326284,-0.7678261701467909
0.0,-0.4547633232530303,-0.8730509965948032
0.0,-0.4706049075196968,-0.8704107325948032
0.0,-0.47281773910601954,-0.8671214803792128
0.0,-0.3223226895060196,-0.8565604243792129
0.0,-0.17182763990602154,-0.8459993683792129
0.0,-0.012113821719658375,-0.8369747737844098
0.0,0.1542228121470086,-0.8290539817844098
0.0,0.3205594460136754,-0.8211331897844097
0.0,0.4862470916429021,-0.814294044832243
0.0,0.644662933242904,-0.8195745730989097
0.0,0.7062817052292272,-0.8294644855811667
0.0,0.6983609129625603,-0.8426658058478332
0.0,0.6904401206958937,-0.8558671261145001
0.0,0.6563994843856992,-0.8659955234155905
0.0,0.6035942038523655,-0.8739163154155903
0.0,0.5507889233190323,-0.8818371074155905
0.0,0.5025930271564718,-0.8820755922344239
0.0,0.43773454031188125,-0.8445293741482588
0.0,0.3585266195118811,-0.7838033013482589
0.0,0.27931869871188086,-0.7230772285482588
0.0,0.20378837782207626,-0.6627838145805017
0.0,0.16946494528874298,-0.6073382700471686
0.0,0.13514151275541011,-0.551892725513836
0.0,0.10081808022207639,-0.49644718098050183
0.0,0.06541300068460884,-0.4496548127424373
0.0,0.017888248417941524,-0.49981982927577134
0.0,-0.02963650384872537,-0.5499848458091049
0.0,-0.07716125611539183,-0.600149862342438
0.0,-0.12468600838205873,-0.6503148788757714
0.0,-0.17221076064872534,-0.7004798954091049
0.0,-0.2197355129153918,-0.750644911942438
0.0,-0.267260265182058,-0.8008099284757706
0.0,-0.2890756766686205,-0.819186225115789
0.0,-0.312838052935287,-0.7875030568491228
0.0,-0.33660042920195393,-0.7558198885824559
0.0,-0.36036280546862065,-0.724136720315789
0.0,-0.38412518173528737,-0.6924535520491223
0.0,-0.40788755800195403,-0.6607703837824556
0.0,-0.3609727090088384,-0.6244778313001992
0.0,-0.263282940208838,-0.5848738710335324
0.0,-0.16409579481234757,-0.5526746480101259
0.0,-0.1931386990790142,-0.4101003906767925
0.0,-0.22218160334568082,-0.26752613334345926
0.0,-0.24213867250668458,-0.13944594628940776
0.0,-0.16029048770668425,-0.17376937855607452
0.0,-0.08839345563313486,-0.20874179903833182
0.0,-0.12799741589980143,-0.2509860233049984
0.0,-0.16760137616646772,-0.2932302475716644
0.0,-0.11962703556100379,-0.41383400427928185
0.0,-0.008735946494337128,-0.5907316938792819
0.0,0.10215514257232967,-0.7676293834792819
0.0,0.14851485199999984,-0.841584158
0.0,0.14851485199999984,-0.841584158
0.0,0.14851485199999984,-0.841584158
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.018594321084204637,-0.062060976216493625
0.0,0.048785184818649296,-0.15719670692174773
0.0,0.08442874908531607,-0.2720481919884145
0.0,0.12007231335198255,-0.38689967705508116
0.0,0.15571587761865005,-0.5017511621217505
0.0,0.19135944188531595,-0.6166026471884145
0.0,0.22700300615198357,-0.7314541322550838
0.0,0.2626465704186492,-0.8463056173217478
0.0,0.26732673199999996,-0.861386138
0.0,0.26732673199999996,-0.861386138
0.0,0.2787946590663422,-0.8636797233669381
0.0,0.2919959793330091,-0.866319987366938
0.0,0.3051972995996755,-0.8689602513669381
0.0,0.3183986198663425,-0.8716005153669382
0.0,0.23068218282947356,-0.8214883154640584
0.0,0.1277118857628045,-0.7634025069307236
0.0,0.024741588696140154,-0.7053166983973916
0.0,-0.08309597530353557,-0.6462574364971203
0.0,-0.19926759263686905,-0.5855313639637869
0.0,-0.31543920997020236,-0.5248052914304536
0.0,-0.4364780941382261,-0.4631057655301823
0.0,-0.5230190828346903,-0.42212885663306216
0.0,-0.5362204028346907,-0.41948859263306204
0.0,-0.5182712147977159,-0.42268904893300935
0.0,-0.4469840859977164,-0.4358903691996758
0.0,-0.3756969571977159,-0.4490916894663425
0.0,-0.3044098283977159,-0.46229300973300924
0.0,-0.23312269959771584,-0.47549432999967595
0.0,-0.1503676439630256,-0.4909892356332806
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.009014351239101898,-0.07457326879990632
0.0,0.023535803505768484,-0.19470528213323987
0.0,0.03805725577243479,-0.3148372954665693
0.0,0.0525787080391018,-0.4349693087999064
0.0,0.11463037538836701,-0.5534623490452343
0.0,0.20571948418836897,-0.6709540981119037
0.0,0.2968085929883668,-0.7884458471785675
0.0,0.3861440766826004,-0.8914303341119973
0.0,0.46271173321593406,-0.8887900698453308
0.0,0.5392793897492649,-0.8861498055786641
0.0,0.6158470462826006,-0.8835095413119973
0.0,0.683168316,-0.8811881180000001
0.0,0.683168316,-0.8811881180000001
