rating,int_action_audio,acc_action_audio
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.029702970266666854,0.001980197999999973
0.0,-0.10369050774420885,0.0069127004542198734
0.0,-0.1630964482775424,0.01087309645421996
0.0,-0.2225023888108757,0.014833492454219766
0.0,-0.28190832934420895,0.018793888454219854
0.0,-0.34131426987754226,0.022754284454219943
0.0,-0.40072021041087574,0.02671468045421989
0.0,-0.44554455400000004,0.029702970000000023
0.0,-0.33532518671518136,-0.0628025705594996
0.0,-0.18747040138184787,-0.18689497989283282
0.0,-0.0396156160485144,-0.31098738922616603
0.0,0.10823916928481893,-0.43507979855949963
0.0,0.24766903194945783,-0.5611164208012727
0.0,0.3612003850161244,-0.6931296221346059
0.0,0.4747317380827914,-0.8251428234679394
0.0,0.5519711165313058,-0.9266966889084398
0.0,0.5176476842646389,-0.9346174809084399
0.0,0.3652320726364451,-0.9307290548927718
0.0,0.17249279876977824,-0.9228082626261052
0.0,-0.020246475096888192,-0.9148874703594384
0.0,-0.18739911016152774,-0.9010620691843318
0.0,-0.20804074250641208,-0.8911250940248937
0.0,-0.1816381022397455,-0.8832043020248935
0.0,-0.1552354619730788,-0.8752835100248936
0.0,-0.08994856314488431,-0.8712511439072285
0.0,0.0948699187217818,-0.879171936173895
0.0,0.2796884005884486,-0.8870927284405618
0.0,0.4645068824551151,-0.8950135207072285
0.0,0.592151177984332,-0.9068947089084399
0.0,0.576309593717665,-0.9148155009084401
0.0,0.46205785998305915,-0.9089588719232918
0.0,0.31420307438305856,-0.8983978156566252
0.0,0.16634828878305855,-0.8878367593899584
0.0,0.018493503183059375,-0.877275703123292
0.0,-0.12936128241694092,-0.8667146468566251
0.0,-0.2499970869715078,-0.8529132357425587
0.0,-0.2869607832381746,-0.8291508594758921
0.0,-0.29152093070356827,-0.8099249800610403
0.0,-0.19647142563690168,-0.8046444520610402
0.0,-0.10142192057023493,-0.7993639240610402
0.0,-0.006372415503567766,-0.7940833960610402
0.0,0.037503811760254566,-0.7159793573951286
0.0,0.06390645202692127,-0.613009060328462
0.0,0.019453784597155986,-0.5139751692007551
0.0,-0.04919308020284461,-0.4162854001340876
0.0,-0.11783994500284437,-0.318595631067421
0.0,-0.15084290608871626,-0.25006905595462814
0.0,-0.07427524928871634,-0.2711911682212947
0.0,0.01914225291412876,-0.3162919066205406
0.0,0.12936094183493524,-0.4111251618212949
0.0,0.13200120610160185,-0.4322472740879613
0.0,0.1346414703682686,-0.453369386354628
0.0,0.1372817346349352,-0.47449149862129475
0.0,0.1399219989016021,-0.4956136108879615
0.0,0.034311098654141,-0.42816658853408845
0.0,-0.10826315867919234,-0.33047681946742175
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.07775768535311343,-0.12470572155228651
0.0,0.14772468215311335,-0.23691694261895307
0.0,0.21769167895311356,-0.34912816368562005
0.0,0.2876586757531135,-0.4613393847522868
0.0,0.3576256725531135,-0.5735506058189536
0.0,0.42759266935311246,-0.6857618268856186
0.0,0.5185432294871742,-0.8012012884401368
0.0,0.580059471600729,-0.8500929264878516
0.0,0.6143829038673957,-0.8553734544878518
0.0,0.648706336134062,-0.8606539824878517
0.0,0.6830297684007288,-0.8659345104878517
0.0,0.7173532006673957,-0.8712150384878516
0.0,0.7516766329340626,-0.8764955664878518
0.0,0.782178218,-0.8811881180000001
0.0,0.782178218,-0.8811881180000001
0.0,0.782178218,-0.8811881180000001
0.0,0.7757104765742457,-0.8797181767803708
0.0,0.7176246680409122,-0.8665168567803707
0.0,0.659538859507579,-0.853315536780371
0.0,0.6014530509742457,-0.8401142167803708
0.0,0.5433672424409122,-0.8269128967803706
0.0,0.47616779825679884,-0.8034219881241946
0.0,0.3362338049234663,-0.6978114270575283
0.0,0.19629981159013268,-0.5922008659908616
0.0,0.09187646394922055,-0.4946609061438243
0.0,0.010028279149219941,-0.4022516650771572
0.0,-0.0718199056507801,-0.3098424240104906
0.0,-0.15366809045078014,-0.2174331829438239
0.0,-0.23551627525078003,-0.1250239418771571
0.0,-0.26732673200000007,-0.08910890999999993
0.0,-0.27539733338265565,-0.13753251780685502
0.0,-0.288598653649322,-0.21674043860685388
0.0,-0.2888870118015558,-0.3007907203016576
0.0,-0.2809662198015559,-0.3879194333683242
0.0,-0.26393179215077595,-0.47651808765462056
0.0,-0.17416281535077602,-0.5768481207212871
0.0,-0.09850527440768105,-0.6745322595629284
0.0,-0.1339990296916922,-0.7422802689560741
0.0,-0.15776140595835927,-0.7396400049560741
0.0,-0.18387568820612502,-0.7361177761946038
0.0,-0.23844489820301348,-0.7271708401718631
0.0,-0.29093929984703765,-0.7204260009105927
0.0,-0.32777570789781735,-0.7149956636909632
0.0,-0.39642257269781744,-0.7044346076909633
0.0,-0.3875916649742456,-0.7084006340493221
0.0,-0.32950585644091246,-0.7216019543159888
0.0,-0.2714200479075788,-0.7348032745826555
0.0,-0.20539655669916754,-0.7482985830932484
0.0,-0.0760236193658362,-0.7641401673599146
0.0,0.008153950811521043,-0.7735252704878519
0.0,0.060365624868951355,-0.7793937749757035
0.0,0.08676826513561821,-0.7899548309757036
0.0,0.11317090540228478,-0.8005158869757034
0.0,0.13957354566895147,-0.8110769429757034
0.0,0.16597618593561778,-0.8216379989757034
0.0,0.1584823005907627,-0.8289708144878518
0.0,0.12943939605743013,-0.8342513424878518
0.0,0.10039649152409666,-0.8395318704878517
0.0,0.08910890999999993,-0.841584158
0.0,0.08910890999999993,-0.841584158
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.025456766531896734,-0.08079756352506137
0.0,-0.055819802798562676,-0.17716720059172586
0.0,-0.08618283906523018,-0.27353683765839565
0.0,-0.11433224347899852,-0.3455565241196121
0.0,-0.14205501574566626,-0.41288325691961414
0.0,-0.169777788012332,-0.48020998971961215
0.0,-0.1975005602789986,-0.5475367225196119
0.0,-0.21226758458841047,-0.5867182095923724
0.0,-0.20170652858841065,-0.5708766253257059
0.0,-0.19114547258841058,-0.5550350410590389
0.0,-0.1814779164413082,-0.5490219552644866
0.0,-0.14049762952313016,-0.5765192730913324
0.0,-0.03488706845646689,-0.6319648176246639
0.0,0.07072349261020307,-0.6874103621579991
0.0,0.1763340536768689,-0.7428559066913318
0.0,0.2556467222406134,-0.7809787928996528
0.0,0.2952506827739478,-0.80474116916632
0.0,0.3348546433072801,-0.8285035454329861
0.0,0.374458603840614,-0.8522659216996533
0.0,0.3348386844811304,-0.8406101878728086
0.0,0.2846736679477959,-0.8221283396061415
0.0,0.234508651414463,-0.8036464913394751
0.0,0.18434363488112906,-0.7851646430728081
0.0,0.182878519558692,-0.782178218
